QKEY,INTERVIEW_START_W116,INTERVIEW_END_W116,DEVICE_TYPE_W116,LANG_W116,FORM_W116,XCITIZEN_W116,XW78NONRESP_W116,XW91NONRESP_W116,SATIS_W116,POL1JB_W116,POL1JBSTR_W116,INSTN_CHR_W116,INSTN_CLGS_W116,INSTN_K12_W116,INSTN_LBRUN_W116,INSTN_TECHCMP_W116,INSTN_SMBUS_W116,INSTN_BNKS_W116,INSTN_MIL_W116,INSTN_LGECRP_W116,MIDCMPGN_W116,MATTERSCONG_W116,CONG_W116,CONGA_W116,PLAN1_W116,HOWPLANVOTE_W116,HOWVOTED_W116,PLANABSENT_W116,FIRSTVOTE22_W116,POL10_W116,REPCONGEX_W116,DEMCONGEX_W116,ISSUECONG_ABTN_W116,ISSUECONG_ECON_W116,ISSUECONG_IMM_W116,ISSUECONG_HEALTH_W116,ISSUECONG_RCE_W116,ISSUECONG_TINVEST2_W116,ISSUECONG_EDUC_W116,ISSUECONG_ENG_W116,ISSUECONG_BINVEST1_W116,ISSUECONG_GUN_W116,ISSUECONG_SCOTUS_W116,ISSUECONG_GOV_W116,ISSUECONG_DEMO_W116,ISSUECONG_CLIM_W116,ISSUECONG_BINVEST2_W116,ISSUECONG_FP_W116,ISSUECONG_COV_W116,ISSUECONG_CRIM_W116,ISSUECONG_VTPOL_W116,ISSUECONG_TINVEST1_W116,DRLEAD_W116,WOMENOBS_W116,OPENIDEN_W116,GOODEVIL_W116,POORASSIST_W116,SUPERPWR_W116,WHADVANT_W116,THERMTRUMP_W116,THERMTRUMP_REFUSED_W116,THERMBIDEN_W116,THERMBIDEN_REFUSED_W116,VTADMIN_COM_W116,VTADMIN_US_W116,VOTETRAITS_a_W116,VOTETRAITS_b_W116,VOTETRAITS_c_W116,VOTETRAITS_d_W116,VTCOUNT_INP_W116,VTCOUNT_ABS_W116,VTEASY_W116,CONCEDECONG_W116,ECON1_W116,ECON1B_W116,PERSFNC_W116,PERSFNCB_W116,ECONCONC_PRICE_W116,ECONCONC_UNEM_W116,ECONCONC_LAB_W116,ECONCONC_ENG2_W116,ECONCONC_SHTG_W116,ECONCONC_REAL_W116,ECONCONC_STCK_W116,ALLIES_W116,ISLMVIOL_W116,REGULATE_W116,WAGEGAP_a_W116,WAGEGAP_b_W116,WAGEGAP_c_W116,VTPPL1_W116,VTPPL2_SUM_W116,ELRULE_FAIR_W116,ELRULE_EASE_W116,ELRULE_PTY_W116,CANDHOUKN_W116,CANDHOUSAT_W116,PREDELEC_a_W116,PREDELEC_b_W116,GAYMARR2_W116,MARIJUANA3_W116,EMPLSIT_W116,BOSS_W116,PRESSURESELF_a_W116,PRESSURESELF_b_W116,PRESSURESELF_c_W116,JAN6ATTN_W116,JAN6CMTHEAR_W116,JAN6CONFCM_W116,JAN6_DTRESP_W116,CHINA_RIGHTS_W116,CHINA_ECONCOMP_W116,CHINA_MILPOWER_W116,CHINA_TAIWAN_W116,CHINA_RUSSIA_W116,CHINA_XI_W116,VISITS2_W116,REG_W116,PLANREG_W116,VOTE_MOTIV_W116,HORSE_W116,ERNLAB_CPS_W112,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_VOTED2020,F_VOTEGEN2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W116
130571,10/12/2022 13:23:06,10/12/2022 13:45:35,1,1,2,1,2,2,2,2,1,1,2,2,2, , , ,2,2,1,1,1, ,1,2, , ,2,2,4,5,4,1,1,2,4,4, , , ,1,1,1,1,4,1, , , , , ,1,1,2,2,2,2,4,100, ,0, ,3,4, , , , , , ,1,3,4,2,4,2,1,4,4,1,2,4,1,2,2,2,1,1,3, ,4,2, , ,1,2,1,1,3,2,2,3,1,2,1,1,1,4,3,1,1,1,1,1,1,1,1, ,1,1,2,1,4,8,2,4,2,2,4,1,1,1,5,3,1,1,1,10, ,3,6,3,1,1,1,1,1,99,1,2,2,99,1.3073759857195797
130781,10/11/2022 22:21:57,10/11/2022 22:41:34,2,1,1,1,2,2,2,1,2,2,1,2,99,1,1,99, , ,1,1,4,2,1,1, , ,2,1,5,3,1,1,2, , , ,1,1,3, , , , , , ,1,3,1,1,2,2,2,1,1,3,99,1,0, ,75, ,1,2,1,1,1,1,3,3, ,1,3,3,2,2,1,2,2,1,1,1,1,1,2,1,2,3,1,1, , ,3,3,2,2,99,99,3,1,5, , , , ,3,1,1,1,1,1,1,1,1,1,2,1, ,2,2,2,1,3,5,1,4,2,1,5,2, ,4,99,99,1,4,1,3,2,4,2,2, ,2,4,1,2,6,4,4,1,2,1.2034262572747036
132246,10/12/2022 13:59:10,10/12/2022 14:13:05,1,1,1,1,2,2,2,2,1,99,2,2,2,2,1,2, , ,1,1,1, ,1,1, , ,2,2,4,1,1,1,1, , , ,1,1,1, , , , , , ,1,4,1,4,1,1,1,99,1,2,99,4,90, ,0, ,2,4,1,1,99,1,2,4, ,1,4,2,3,2,1,1,2,1,2,2,2,2,1,2,1,1,3,3, , ,1,2,1,3,1,1,4,3,5, , , , ,1,1,4,3,1,2,1,1,1,3,1,1, ,1,1,2,1,3,5,2,4,1,2,3,99, ,1,99,99,1,1,1,1,1,1,5,3,1,1,1,1,1,9,2,2,2,3,0.8482035112199143
133700,10/12/2022 09:23:40,10/12/2022 09:41:17,2,1,2,1,2,2,2,2,1,2,2,2,1, , , ,1,2,2,1,1, ,1,2, , ,2,2,3,3,1,1,1,1,3,3, , , ,1,2,2,1,2,2, , , , , ,1,1,2,1,3,1,3,50, ,0, ,1,2, , , , , , ,2,1,3,3,3,2,1,3,1,1,1,2,1,2,2,2,2,2,2, ,2,1, , ,2,2,1,1,3,1,5, , , , ,1,2,3,2,2,1,1,2,1,2,2,1, ,2,1,2,1,1,2,2,4,2,3,2,2, ,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,1,2,3,2,2,2,0.7554913350000637
134129,10/11/2022 15:21:45,10/11/2022 16:18:28,2,1,1,1,1,2,2,2,99,2,1,1,1,1,1,1, , ,4,4,4,4,3, , , , ,99,99,99,1,1,1, , , ,1,1,99, , , , , , ,1,1,1,1,99,3,2,1,2,2,2,1,0, ,0, ,2,4,2,2,2,2,3,3, ,99,4,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2, , ,2,3,4,4,99,99,1,1,1,2,1,1,4,2,3,4,3,1,1,1,1,1,1,99,1, ,5,4,2,1,3,7,2,3,2,2,4,2, ,1,1,1,1,1,5,11, ,4,6,4,99,9,9,2, ,3,99,1,2,2,1.1542473451966713
136411,10/11/2022 16:40:00,10/11/2022 16:54:08,1,1,2,1,2,2,2,2,1,2,2,2,2, , , ,2,2,1,1,1, ,1,1, , ,2,3,1,5,4,1,1,2,4,4, , , ,1,4,4,4,2,4, , , , , ,1,1,2,1,2,1,4,100, ,0, ,1,3, , , , , , ,1,2,2,1,2,1,1,4,2,1,2,2,2,2,1,2,1,2,3, ,2,1, , ,1,1,1,1,4,1,1,1,2,2,2,1,1,4,3,4,4,4,4,4,4,2,1, ,1,1,2,1,3,5,2,3,1,1,5,2, ,1,1,1,1,1,5,1,2,1,6,3,1,1,2,1,1,2,3,2,2,2,0.9761154609284404
143915,10/11/2022 15:36:43,10/11/2022 15:55:50,1,1,2,1,2,2,2,2,1,1,1,2,2, , , ,1,2,2,1,1, ,1,2, , ,2,2,1,5,3,1,1,2,2,4, , , ,4,3,2,1,3,1, , , , , ,1,1,2,1,2,1,4,100, ,0, ,2,3, , , , , , ,3,3,4,2,4,3,1,3,1,1,3,1,1,2,1,2,1,2,3, ,2,1, , ,3,2,1,1,99,2,5, , , , ,1,3,4,3,1,2,1,1,1,2,2,1, ,1,1,2,2,1,2,3,4,1,3,2,2, ,1,4,4,1,1,5,1,1,1,2,1, ,1,1,1,1,1,2,3,2,1,1.0234302129433364
144736,10/11/2022 16:52:48,10/11/2022 20:18:20,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2, , ,1,1,2, ,1,2, , ,2,1,3,3,1,2,1, , , ,2,2,4, , , , , , ,2,3,3,1,1,2,2,1,2,1,1,1,0, ,80, ,2,2,1,1,2,1,2,2, ,1,2,2,2,3,2,2,3,2,3,2,2,1,2,1,1,1,2,2, , ,3,3,1,3,1,1,1,1,1,3,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1, ,1,2,1,1,1,1,2,3,2,1,6,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,1,2,9,4,2,2,3,0.8539985403636455
145364,10/11/2022 15:54:04,10/11/2022 16:03:09,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1, , ,2,1,1, ,1,2, , ,2,2,3,4,3,1,2, , , ,2,1,3, , , , , , ,1,3,1,3,4,1,1,1,1,2,1,3,70, ,20, ,1,2,1,1,1,1,1,2, ,2,4,1,1,3,1,2,2,1,2,4,1,2,2,1,1,2,2,2, , ,1,2,2,2,1,1,3,3,1,1,4,4,5,1,1,4,2,3,2,2,3,2,3,1,1, ,2,1,1,1,1,2,3,3,1,3,2,2, ,1,1,1,1,1,1,2,2,2,3,1, ,1,1,1,1,9,2,1,99,3,0.9283448262198569
146434,10/12/2022 08:24:52,10/12/2022 08:42:06,1,1,2,1,2,2,2,2,1,1,2,2,2, , , ,1,2,2,1,4,1,1,1, , ,2,3,2,5,1,1,1,1,1,4, , , ,1,1,1,1,3,1, , , , , ,1,2,2,1,2,1,2,100, ,0, ,1,2, , , , , , ,4,2,4,3,2,3,1,2,1,1,1,1,1,2,99,2,1,3,1, ,1,1, , ,99,99,1,1,4,1,5, , , , ,1,2,4,3,1,1,2,1,2,3,2,1, ,1,1,2,2,3,7,3,4,2,3,1,2, ,1,1,1,1,1,1,2,1,2,4,1, ,1,1,1,1,6,2,2,2,2,0.8526025085017687
146784,10/16/2022 02:16:31,10/16/2022 02:32:23,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,2, , ,2,3,4,4,1,1,1, , , ,1,1,1, , , , , , ,1,1,1,1,1,1,1,2,1,2,1,4,8, ,1, ,2,3,1,1,1,2,2,4, ,2,4,2,4,2,1,1,1,1,1,1,1,2,1,2,1,1,3,2, , ,1,2,3,3,2,2,4,2,3, , , , ,1,1,4,3,1,1,1,1,1,1,1,1, ,1,1,2,2,4,9,3,3,1,2,3,1,99,1,4,3,1,1,1,1,1,1,2,1, ,1,1,1,1,1,1,1,1,1,0.27992782488740936
149866,10/15/2022 12:09:04,10/15/2022 12:24:01,2,1,2,1,2,2,2,2,1,2,2,2,2, , , ,2,2,1,1,1, ,1,2, , ,2,2,4,5,1,1,1,1,1,3, , , ,1,1,1,1,2,1, , , , , ,1,2,2,1,2,1,2,50, ,0, ,1,2, , , , , , ,2,1,3,2,4,2,1,4,1,1,1,1,1,1,1,1,3,1,1, ,2,1, , ,2,2,1,1,2,3,2,3,2,2,2,1,2,3,2,2,1,1,1,1,2,99,1, ,1,1,2,2,1,1,3,4,2,3,2,2, ,1,1,1,1,1,2,2,2,2,6,1, ,1,1,1,1,2,1,1,2,1,0.9632180128297442
150197,10/11/2022 15:39:07,10/11/2022 15:53:15,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2, , ,3,2,1, ,1,2, , ,2,2,4,4,1,2,3, , , ,2,2,3, , , , , , ,3,3,3,3,3,1,1,1,1,2,1,4,80, ,10, ,2,3,1,1,1,1,3,3, ,3,3,2,2,2,2,4,2,2,2,3,2,2,1,2,2,2,3,2, , ,3,3,3,3,1,1,4,1,4, , , , ,2,2,3,3,3,3,2,2,2,2,1,1, ,2,1,2,1,2,3,2,3,1,2,3,2, ,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,2,1.1118304256949316
151130,10/15/2022 18:14:12,10/15/2022 18:32:33,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2, , ,3,4,4,4,1,1, , ,2,3,4,4,1,1,1, , , ,2,1,2, , , , , , ,1,2,1,1,2,3,2,2,2,1,1,1,4, ,5, ,1,1,1,1,1,1,1,2, ,1,3,1,3,1,1,2,2,1,3,1,4,1,1,1,3,3,1,1, , ,3,1,4,3,1,2,4,1,2,3,1,3,4,2,2,2,1,1,1,1,1,1,1,2,1, ,2,4,2,1,3,5,2,4,2,1,6,2, ,1,99,99,1,1,99,1,1,1,1,3,99,9,9,1,2,6,3,1,2,2,2.0431667731948973
152957,10/11/2022 20:08:42,10/11/2022 20:50:26,3,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1, , ,2,1,2, ,1,2, , ,2,3,3,2,1,1,1, , , ,1,1,2, , , , , , ,1,1,1,1,1,2,2,99,99,1,1,2,2, ,6, ,1,1,1,1,1,1,1,1, ,2,3,3,2,3,1,1,1,1,1,1,1,99,99,99,1,1,1,1, , ,3,1,2,2,99,99,4,2,2,1,2,2,1,3,2,2,1,2,2,2,2,2,2,2,1, ,1,2,2,2,3,6,3,4,2,3,1,2, ,1,1,1,1,1,1,2,99,2,5,2, ,2,3,1,2,1,3, ,2,1,0.7403462960849311
153346,10/11/2022 22:00:42,10/11/2022 22:17:55,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,3, ,2,2,2,1,5,1,1,1, , , ,1,1,2, , , , , , ,1,4,1,1,4,1,1,1,1,2,1,4,100, ,0, ,2,2,1,1,1,1,2,3, ,3,4,2,3,2,1,1,1,1,1,1,1,2,1,2,1,1,3,2, , ,3,3,1,1,1,1,3,2,5, , , , ,1,1,4,3,2,1,1,1,1,2,1,1, ,1,1,2,1,4,8,2,4,1,1,6,2, ,1,2,2,1,1,1,1,1,1,2,1, ,1,1,1,1,8,1,1,1,2,0.1435402335315099
154730,10/11/2022 15:40:59,10/11/2022 16:09:55,2,1,2,1,2,2,2,2,1,1,2,2,2, , , ,2,2,1,1,1, ,1,2, , ,2,2,2,5,3,1,1,2,3,4, , , ,2,1,1,2,3,1, , , , , ,1,1,2,2,2,1,2,90, ,0, ,2,2, , , , , , ,1,2,4,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,3, ,2,1, , ,1,1,1,1,2,2,5, , , , ,1,2,4,3,3,1,1,1,1,1,1,1, ,1,1,2,1,3,5,1,4,1,1,6,2, ,1,2,2,1,1,3,1,2,1,3,1, ,1,1,1,1,9,2,4,2,3,0.12964521714764987
155464,10/11/2022 16:38:18,10/11/2022 16:49:16,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2, , ,2,1,2, ,1,3, ,2,2,3,5,1,1,1,1, , , ,1,2,4, , , , , , ,4,2,4,1,1,2,2,1,1,1,2,1,0, ,100, ,1,3,1,1,1,1,1,1, ,1,2,1,4,3,1,1,4,3,2,1,4,1,2,1,1,3,2,1, , ,3,3,2,1,2,2,1,1,4, , , , ,2,1,1,1,2,2,1,1,1,2,2,1, ,1,2,2,1,4,9,2,3,2,3,2,2, ,1,1,1,1,1,3,10, ,3,6,2, ,2,4,99, ,1,4, ,2,1,1.6907297221139694
157570,10/11/2022 20:34:21,10/11/2022 20:50:26,2,1,2,1,2,2,2,2,1,1,1,1,1, , , ,1,1,1,1,1, ,1,3, ,4,2,3,3,5,3,1,4,2,4,4, , , ,1,2,1,1,4,2, , , , , ,3,2,99,1,1,1,3,75, ,0, ,1,1, , , , , , ,1,1,4,99,3,1,1,2,2,1,3,1,1,1,99,2,99,3,1, ,1,1, , ,3,99,1,1,2,1,1,3,1,1,2,1,2,3,3,1,1,1,2,1,1,2,1, ,1,1,2,1,4,9,2,4,2,3,2,2, ,1,1,1,1,1,5,2,99,2,6,3,1,1,2,1,2,3,3,1,2,2,1.062450372268836
158846,10/11/2022 22:06:07,10/11/2022 22:29:54,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2, , ,1,1,1, ,1,1, , ,2,2,3,2,1,1,1, , , ,2,1,1, , , , , , ,1,2,1,1,1,1,1,2,1,3,1,3,100, ,0, ,1,2,1,1,1,2,3,3, ,2,3,2,3,2,1,2,1,1,1,1,2,2,1,2,3,3,2,2, , ,1,3,2,2,1,1,4,3,2,3,2,1,2,1,3,4,3,2,2,1,2,1,1,1,1, ,2,1,2,2,3,6,3,4,1,3,2,2, ,1,1,1,1,1,3,1,1,1,1,1, ,1,1,1,1,1,2,3,2,1,1.1628884526384713
159997,10/11/2022 15:26:43,10/11/2022 15:34:40,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,2,1,1, ,1,3, ,3,2,2,1,4,3,1,1, , , ,1,1,2, , , , , , ,1,4,1,1,4,1,1,2,1,2,1,4,95, ,1, ,4,4,1,1,1,1,3,4, ,1,4,2,3,2,1,2,2,1,2,1,1,2,1,2,2,1,3,4, , ,1,2,2,2,1,1,3,1,1,2,1,1,1,1,1,4,3,2,2,1,2,2,1,1,1, ,1,1,2,1,4,8,2,3,1,1,6,2, ,1,1,1,1,1,3,1,2,1,4,1, ,1,1,1,1,9,2,2,1,3,1.0305680961395884
161130,10/11/2022 17:21:17,10/11/2022 17:35:15,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1, , ,2,2,1, ,1,2, , ,2,3,3,3,2,1,1, , , ,1,2,4, , , , , , ,2,4,1,4,4,1,1,2,2,2,1,4,60, ,0, ,1,1,1,1,2,1,1,1, ,2,3,2,2,3,2,4,2,1,3,2,1,2,2,1,2,1,3,1, , ,3,3,3,2,1,1,2,2,5, , , , ,1,2,2,3,3,3,1,3,1,2,1,1, ,3,1,2,1,3,7,3,3,2,2,4,2, ,1,1,1,1,1,1,1,2,1,6,1, ,1,1,1,1,9,2,2,2,3,0.9205729690311026
161820,10/12/2022 13:18:00,10/13/2022 06:36:34,2,1,2,1,1,2,2,2,1,2,2,2,2, , , ,1,2,2,1,1, ,1,2, , ,2,2,2,5,3,1,1,1,2,3, , , ,1,1,1,1,1,1, , , , , ,1,2,2,1,2,1,3,85, ,0, ,1,2, , , , , , ,2,1,4,2,3,3,1,2,3,1,2,1,1,2,1,2,2,1,1, ,2,1, , ,3,2,1,1,2,3,1,1,1,1,1,3,2,2,1,2,2,2,2,2,2,1,1, ,2,1,2,1,3,6,3,2,2,1,5,2, ,4,1,1,1,4,3,2,2,2,6,1, ,1,2,2, ,5,3,1,2,2,1.1472879126098887
164425,10/11/2022 19:37:44,10/11/2022 19:57:13,2,1,1,1,2,2,1,1,1,1,99,1,1,1,1,2, , ,1,1,2, ,1,2, , ,2,1,5,1,1,2,1, , , ,2,1,4, , , , , , ,1,1,1,1,1,2,2,1,2,2,1,2,0, ,100, ,1,1,1,1,1,1,1,3, ,1,2,1,1,3,2,4,2,2,2,1,1,2,1,1,1,2,1,1, , ,3,3,1,2,2,2,3,2,5, , , , ,2,2,1,1,1,1,1,2,1,2,1,1, ,1,2,1,2,2,3,3,4,1,3,1,2, ,1,1,1,1,1,5,2,1,2,5,2, ,2,4,1,2,2,4,4,2,2,0.6449823481640986
169249,10/11/2022 17:19:12,10/11/2022 17:36:41,2,1,2,1,2,2,2,2,1,2,2,2,1, , , ,1,1,2,2,4,4,1,3, ,3,2,3,5,3,1,1,1,1,1,2, , , ,1,1,1,1,1,3, , , , , ,3,2,2,1,1,2,2,0, ,50, ,1,1, , , , , , ,3,1,4,2,4,2,1,1,1,1,1,1,4,1,2,2,3,3,1, ,2,1, , ,3,2,1,1,1,1,5, , , , ,3,2,2,1,1,1,1,1,1,1,1,1, ,1,4,1,1,4,8,1,4,2,2,3,2, ,1,1,1,1,1,3,2,2,2,5,2, ,2,3,1,2,4,3, ,2,2,0.6616046984023495
170940,10/11/2022 18:31:42,10/11/2022 18:45:20,1,1,2,1,2,2,2,2,1,1,2,1,2, , , ,2,2,1,1,1, ,1,1, , ,2,2,2,1,2,1,1,2,3,4, , , ,1,1,1,1,4,1, , , , , ,1,1,2,1,2,1,4,100, ,0, ,1,3, , , , , , ,1,1,4,2,4,2,1,3,2,1,1,2,1,2,1,2,1,1,3, ,1,1, , ,1,1,1,1,4,2,5, , , , ,1,1,4,3,1,1,1,2,1,1,1,1, ,1,1,2,2,3,6,3,4,2,2,4,2, ,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1.2279355461425654
171264,10/14/2022 14:11:56,10/14/2022 14:30:57,1,1,2,1,2,2,1,1,1,1,1,1,1, , , ,1,2,1,1,3, ,1,2, , ,2,3,5,1,1,1,1,1,4,1, , , ,1,1,1,1,1,4, , , , , ,2,2,1,2,1,1,2,0, ,100, ,1,1, , , , , , ,1,1,2,1,2,3,1,2,2,1,2,2,2,2,2,1,2,3,1, ,1,1, , ,2,3,2,2,2,1,5, , , , ,3,2,1,1,1,1,2,1,1,2,1,1, ,1,3,2,1,3,6,3,4,1,2,4,2, ,1,2,2,1,1,1,1,1,1,1,2, ,2,3,1,2,4,3,4,2,2,0.1424415248997094
174032,10/12/2022 12:12:51,10/12/2022 12:39:13,2,1,2,1,2,2,2,2,1,1,1,1,1, , , ,1,2,2,1,1, ,1,3, ,1,2,2,3,5,2,1,1,2,2,1, , , ,1,2,3,1,3,1, , , , , ,1,1,2,1,2,1,3,75, ,0, ,1,3, , , , , , ,2,2,4,2,3,2,1,3,2,1,1,1,1,2,1,1,2,2,1, ,2,1, , ,2,2,1,1,3,1,4, , , , ,1,2,4,3,2,2,2,2,1,3,1,1, ,1,1,2,1,3,7,3,3,1,3,2,2, ,1,1,1,1,1,5,1,2,1,6,1, ,1,1,1,1,9,1,2,2,3,1.0196838850841383
175363,10/11/2022 22:48:57,10/11/2022 23:09:55,2,1,2,1,2,2,2,2,1,2,2,2,2, , , ,1,2,1,1,1, ,1,2, , ,2,2,3,5,4,1,1,3,4,4, , , ,1,1,1,1,4,4, , , , , ,1,2,2,1,2,1,1,25, ,1, ,1,3, , , , , , ,1,1,4,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,1, ,2,2, , ,1,1,1,1,3,1,1,3,1,1,1,1,3,4,3,2,1,1,3,2,3,1,1, ,1,1,2,2,1,2,3,3,1,1,5,2, ,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,9,2,2,2,3,0.8418444437569156
176890,10/11/2022 16:57:30,10/11/2022 17:06:59,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1, , ,1,1,1, ,1,1, , ,2,2,3,3,3,1,1, , , ,3,1,1, , , , , , ,2,2,1,2,2,1,1,2,1,2,1,3,0, ,0, ,1,1,1,1,1,1,1,2, ,1,4,3,2,3,1,3,1,1,2,2,2,1,1,1,3,2,3,1, , ,3,3,2,2,1,1,2,3,2,2,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1, ,1,1,2,1,3,5,2,4,1,1,6,2, ,1,1,1,1,1,1,1,1,1,4,1, ,1,2,1,1,99,3,1,2,99,1.0524004704447996
178470,10/12/2022 20:35:14,10/12/2022 21:00:07,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2, , ,1,1,2, ,1,3, ,3,2,3,5,1,1,1,2, , , ,1,1,4, , , , , , ,1,1,1,1,1,2,2,1,1,1,2,1,0, ,98, ,1,2,1,1,1,1,2,1, ,1,3,1,4,1,1,2,1,1,1,1,3,1,2,1,1,2,1,1, , ,3,1,2,2,2,2,2,2,4, , , , ,3,1,1,1,1,2,1,2,1,2,2,1, ,1,2,2,1,3,6,3,3,2,2,4,2, ,1,2,2,1,1,5,1,1,1,4,2, ,2,4,1,2,1,5,2,2,1,0.9741049978467662
179979,10/11/2022 19:14:39,10/12/2022 17:23:56,3,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1, , ,1,1,1, ,1,1, , ,2,2,2,4,2,1,1, , , ,2,1,1, , , , , , ,2,4,3,1,4,1,1,2,2,3,1,4,95, ,0, ,1,3,1,1,1,1,2,4, ,1,3,1,4,1,1,2,2,1,1,2,3,2,1,2,1,1,2,1, , ,3,3,2,2,1,1,2,1,5, , , , ,1,1,4,3,2,2,1,1,1,2,1,1, ,1,1,2,2,2,4,3,4,2,3,2,2, ,1,1,1,1,1,5,1,2,1,6,1, ,1,1,1,1,1,2,1,2,1,0.814769113145701
181067,10/11/2022 15:46:11,10/11/2022 15:53:52,1,1,2,1,2,2,1,1,1,2,1,1,1, , , ,1,2,1,1,2, ,1,1, , ,2,3,1,4,2,2,2,1,2,1, , , ,3,1,4,1,1,4, , , , , ,2,2,1,2,3,1,1,0, ,80, ,2,2, , , , , , ,3,1,3,1,2,3,3,3,4,2,3,1,2,1,1,1,2,3,1, ,2,2, , ,3,3,1,1,1,1,1,3,3,3,3,2,1,1,1,2,2,1,2,1,4,1,1, ,1,2,2,1,2,3,3,3,1,2,4,2, ,1,1,1,1,1,1,2,2,2,4,2, ,2,3,1,2,5,3,2,1,2,0.6439037820880782
181573,10/11/2022 15:27:50,10/11/2022 15:48:26,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2, , ,2,2,4,4,1,2, , ,2,3,3,3,1,2,2, , , ,2,2,2, , , , , , ,3,3,2,2,2,3,2,1,1,3,99,3,50, ,45, ,3,3,1,2,2,1,3,3, ,2,4,2,3,3,2,2,2,1,2,2,2,99,1,99,1,1,1,3, , ,2,1,3,3,2,2,3,3,5, , , , ,3,3,2,2,2,2,2,2,2,2,99,1, ,3,4,2,2,4,9,1,4,2,3,1,2, ,1,1,1,1,1,1,3,1,4,3,1, ,1,1,2, ,2,2,3,1,1,0.8867296192131389
184735,10/11/2022 15:27:49,10/11/2022 17:32:55,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1, , ,3,1,1, ,1,1, , ,2,2,3,4,3,1,1, , , ,1,1,4, , , , , , ,2,3,2,3,4,1,2,1,1,3,2,2,10, ,10, ,1,2,1,1,1,1,2,3, ,2,4,1,1,3,2,3,1,2,2,4,2,2,1,2,2,2,2,1, , ,1,3,2,2,1,1,3,2,5, , , , ,1,1,3,2,1,2,2,2,1,3,2,1, ,1,1,2,1,3,5,2,3,2,1,6,2, ,4,3,5,1,4,1,99,1,99,2,1, ,1,2,1,1,9,3,2,1,3,0.22941170074611478
184778,10/12/2022 07:29:52,10/12/2022 07:39:30,1,1,2,1,1,2,2,2,1,1,2,2,99, , , ,1,2,2,2,1, ,1,4, , ,2,3,4,5,3,2,2,2,4,4, , , ,4,3,2,1,4,1, , , , , ,1,1,1,2,2,1,3,55, ,0, ,2,3, , , , , , ,3,2,3,3,2,1,2,4,1,2,3,3,2,1,1,2,2,2,3, ,2,1, , ,2,3,1,1,2,2,1,3,2,3,1,1,1,3,3,2,2,2,2,1,2,1,2,1,3, ,1,1,2,4,2,3,1,2,3,2, ,1,1,1,1,1,1,12, ,3,5,4,1,1,1,2, ,8,2,2,1,2,0.8747472292120212
185394,10/12/2022 07:16:13,10/12/2022 07:28:36,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2, , ,1,1,2, ,1,2, , ,2,3,4,3,1,2,4, , , ,1,1,4, , , , , , ,2,2,3,1,1,2,2,1,2,1,1,1,0, ,60, ,1,2,1,2,1,1,2,2, ,1,3,3,2,3,2,4,4,2,2,2,4,1,2,1,3,2,1,1, , ,1,3,2,2,2,1,1,1,1,3,2,3,2,3,1,1,1,2,1,1,1,2,2,1,1, ,1,2,2,1,2,3,2,3,1,1,5,2, ,1,3,5,1,1,2,9, ,3,6,2, ,2,4,1,2,1,5,2,2,1,0.19184858690341944
